"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted","actual_accuracy","n_items","error","abs_error","squared_error"
"RESMPDEV/Wukong-0.1-Mistral-7B-v0.2",0.73307120881808,-0.511945566198121,30,5600,0.666666666666667,0.733428863443671,0.717912799859919,5711,0.015158408958161,0.015158408958161,0.000229777362142856
"ResplendentAI/Flora_7B",0.844029110252025,1.25086826696977,30,5600,0.766666666666667,0.844445784095393,0.844335492908422,5711,-0.000306382656397042,0.000306382656397042,9.38703321409078e-08
"rishiraj/meow",0.801738112766092,0.492183656904274,30,5600,0.766666666666667,0.801927007448854,0.835230257398004,5711,-0.0334921446319121,0.0334921446319121,0.00112172375204492
"rishiraj/smol-7b",0.768130828334422,-0.000377186521753035,30,5600,0.666666666666667,0.768677313944841,0.783400455261775,5711,-0.015269626927353,0.015269626927353,0.000233161506500544
"rmihaylov/Llama-3-DARE-v1-8B",0.665427020173801,-1.53726103767318,48,5600,0.5625,0.66631687913784,0.695850113815444,5711,-0.0304230936416431,0.0304230936416431,0.000925564626728184
"rmihaylov/Llama-3-DARE-v2-8B",0.663054762315482,-1.57836256455369,49,5600,0.551020408163265,0.66404371626134,0.689371388548415,5711,-0.026316626232933,0.026316626232933,0.000692564816283895
"rombodawg/Open_Gpt4_8x7B",0.76749421053117,-0.0078101942409832,30,5600,0.733333333333333,0.767678200893097,0.812992470670636,5711,-0.045498260139466,0.045498260139466,0.00207009167571852
"rwitz2/go-bruins-v2.1",0.833489291988034,1.00005441825053,30,5600,0.666666666666667,0.834387798049011,0.845911399054456,5711,-0.012422107066422,0.012422107066422,0.000154308743969651
"ryandt/MusingCaterpillar",0.833948792160343,1.00043870202258,30,5600,0.6,0.835208839514887,0.843109788128174,5711,-0.00916099596783104,0.00916099596783104,8.39238471226166e-05
"s3nh/Noromaid-Aeryth-7B",0.734645727833758,-0.502378964323162,34,5600,0.676470588235294,0.735001091604212,0.686044475573455,5711,0.048601252260303,0.048601252260303,0.00236208172126961
"Samee-ur/NeuralPipe-7B-slerp",0.787956159340126,0.282666258174458,30,5600,0.7,0.788429890898511,0.808790054281212,5711,-0.020833894941086,0.020833894941086,0.000434051178416209
"SanjiWatsuki/Kunoichi-7B",0.819172411485,0.749573797019711,30,5600,0.566666666666667,0.820532406519928,0.825599719838907,5711,-0.00642730835390704,0.00642730835390704,4.13102926762032e-05
"SanjiWatsuki/Loyal-Toppy-Bruins-Maid-7B-DARE",0.80270011318885,0.499987182301607,30,5600,0.666666666666667,0.803432788843368,0.80738924881807,5711,-0.00468913562921991,0.00468913562921991,2.19879929492196e-05
"Sao10K/Fimbulvetr-11B-v2-Test-14",0.802378230812458,0.499069074343787,30,5600,0.566666666666667,0.803647772450586,0.832778847837507,5711,-0.030400617025049,0.030400617025049,0.000924197515503701
"Sao10K/Frostwind-v2.1-m7",0.749528819812148,-0.272411025427238,30,5600,0.7,0.749795581857814,0.765540185606724,5711,-0.016011365794576,0.016011365794576,0.000256363834607717
"Sao10K/NyakuraV2.1-m7",0.730683864929066,-0.558348643409605,32,5600,0.6875,0.730932048060842,0.731920854491332,5711,-0.00123698956226603,0.00123698956226603,1.53014317715511e-06
"scb10x/typhoon-7b",0.729461569764635,-0.560073791625644,30,5600,0.733333333333333,0.729440716459956,0.725442129224304,5711,0.0040194405403311,0.0040194405403311,1.61559022572572e-05
"SCE/Mistral-7B-math-ia3-pruned10",0.769988919678685,0.0247411841515188,30,5600,0.766666666666667,0.770006813321479,0.782700052530205,5711,-0.01271113285152,0.01271113285152,0.000161572898368992
"seyf1elislam/KuTrix-7b",0.824637680158201,0.832200132644291,30,5600,0.666666666666667,0.825488511469646,0.839432673787428,5711,-0.014794993629227,0.014794993629227,0.000218891836488867
"SF-Foundation/TextBase-v0.2",0.856263472000318,1.75636459453964,34,5600,0.882352941176471,0.856104104060687,0.854841533881982,5711,0.00142193811833602,0.00142193811833602,2.02190801237698e-06
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_iter_4",0.782873556504154,0.22129876101395,30,5600,0.6,0.783858512822847,0.781649448432849,5711,0.00122410807130502,0.00122410807130502,1.49844057023409e-06
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_userresponse_iter_4",0.767405195221654,-0.0106090066872007,30,5600,0.666666666666667,0.767947772574733,0.777447032043425,5711,-0.0100418368217711,0.0100418368217711,0.000100838486755077
"shenzhi-wang/Llama3-8B-Chinese-Chat",0.660958067649604,-1.62514707038909,56,5600,0.553571428571429,0.662042781175646,0.711434074592891,5711,-0.050476006943287,0.050476006943287,0.00254782727693876
"shyamieee/JARVIS-v3.0",0.858605124172861,1.99564909236341,82,5600,0.670731707317073,0.861397008946723,0.856942742076694,5711,0.00166238209616698,0.00166238209616698,2.76351423365653e-06
"silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2",0.772127251095539,0.0564745180609404,30,5600,0.766666666666667,0.772156661783666,0.792855892137979,5711,-0.02072864104244,0.02072864104244,0.000429676559466328
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.2",0.840021942063741,1.15937661481163,30,5600,0.566666666666667,0.841494232595502,0.850989318858344,5711,-0.0109673767946029,0.0109673767946029,0.000120283353754794
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.22",0.842864803918978,1.24683690970001,30,5600,0.6,0.84417287288084,0.850288916126773,5711,-0.00742411220779504,0.00742411220779504,5.51174420739314e-05
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e2",0.843104610544382,1.24963835905734,30,5600,0.6,0.844413971103867,0.854491332516197,5711,-0.011386721971815,0.011386721971815,0.000129657437263415
"simonveitner/MathHermes-2.5-Mistral-7B",0.773635236004479,0.0803164755221574,30,5600,0.7,0.774031835121199,0.773945018385572,5711,-0.000309782381092916,0.000309782381092916,9.59651236355964e-08
"Skylaude/WizardLM-2-4x7B-MoE",0.783887239746667,0.237347126824703,30,5600,0.666666666666667,0.784518589332376,0.759761863071266,5711,0.0241253766754009,0.0241253766754009,0.000582033799729979
"smelborp/MixtralOrochi8x7B-Alt",0.742379314862033,-0.379702452066431,30,5600,0.833333333333333,0.741889436845132,0.802836631062861,5711,-0.0604573162008279,0.0604573162008279,0.00365508708220689
"sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted",0.781029087286282,0.195295532827448,30,5600,0.566666666666667,0.782183642514035,0.780598844335493,5711,0.000430242950788973,0.000430242950788973,1.85108996703602e-07
"SrikanthChellappa/Collaiborator-MEDLLM-Llama-3-8B",0.668885889484337,-1.48295280964541,48,5600,0.604166666666667,0.669445421670081,0.706531255471896,5711,-0.037645365987559,0.037645365987559,0.00141717358033726
"statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA",0.663089623571928,-1.58745845025292,53,5600,0.566037735849057,0.66401692662751,0.688495885133952,5711,-0.025406261562024,0.025406261562024,0.000645478126557977
"Stopwolf/Tito-7B-slerp",0.784967339596771,0.247616251398966,30,5600,0.633333333333333,0.785784039810039,0.811066363158816,5711,-0.026099023562045,0.026099023562045,0.000681159030892178
"StrangeSX/Saraa-8B-ORPO-AUNQA-16bit",0.69558653327317,-1.04069500428407,32,5600,0.59375,0.696171800705775,0.730344948345299,5711,-0.034758415072129,0.034758415072129,0.0012081474183264
"SuperAGI/SAM",0.733927951119971,-0.501621553471272,30,5600,0.8,0.733572087301946,0.741551392050429,5711,-0.00762344093045797,0.00762344093045797,5.81168516201819e-05
"tcapelle/gemma-7b-zephyr-dpo",0.688967328098296,-1.14078404069668,34,5600,0.647058823529412,0.68922332686857,0.704605147960077,5711,-0.015637819861781,0.015637819861781,0.000244541410029513
"TeeZee/BigMaid-20B-v1.0",0.802436256100356,0.499670039132453,30,5600,0.566666666666667,0.803706110262477,0.790054281211697,5711,0.012381974888659,0.012381974888659,0.000153313302143382
"TeeZee/Xwin-LM-70B-V0.1_Jannie",0.797426879798225,0.427515474740402,30,5600,0.533333333333333,0.798849286691214,0.814918578182455,5711,-0.0174916983842299,0.0174916983842299,0.000305959512364872
"Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct",0.631390189054099,-2.18885708868856,61,5600,0.491803278688525,0.632927434320808,0.6706356154789,5711,-0.039245426424801,0.039245426424801,0.00154020349526447
"TencentARC/LLaMA-Pro-8B",0.657269573064683,-1.70099669282836,49,5600,0.591836734693878,0.657847164323946,0.662580984065838,5711,-0.00531141100115495,0.00531141100115495,2.82110868231899e-05
"TencentARC/LLaMA-Pro-8B-Instruct",0.640984762723654,-2.00739179776325,75,5600,0.506666666666667,0.642808085294563,0.648222728068639,5711,-0.007237965344985,0.007237965344985,5.23881423352038e-05
"Test157t/Pasta-PrimaMaid-7b",0.800775016828976,0.479363979851605,30,5600,0.6,0.801856390348701,0.807039047452285,5711,-0.00626403062330905,0.00626403062330905,3.92380796497535e-05
"TheBloke/Orca-2-13B-GPTQ",0.678903662596205,-1.31237852360082,48,5600,0.625,0.679369688497613,0.685694274207669,5711,-0.00679061161146399,0.00679061161146399,4.61124060577496e-05
"TIGER-Lab/MAmmoTH2-7B-Plus",0.732260329029813,-0.518636952691324,30,5600,0.7,0.732434083046132,0.702679040448258,5711,0.029581288581555,0.029581288581555,0.000875052634145233
"tiiuae/falcon-40b",0.734606544764935,-0.492342065959,30,5600,0.766666666666667,0.734433869063489,0.789353878480126,5711,-0.0547473337151909,0.0547473337151909,0.00299727054892248
"TitleOS/ExperimentOne",0.742941666273075,-0.36796821113406,30,5600,0.633333333333333,0.743532016360721,0.763088776046227,5711,-0.020147109773152,0.020147109773152,0.000405906032211438
"TomGrc/FusionNet_passthrough_v0.1",0.819685186906523,0.749666403866515,30,5600,0.533333333333333,0.821227476961675,0.83102784100858,5711,-0.0113426541020569,0.0113426541020569,0.000128655802078909
"traversaal-ai/traversaal-2.5-Mistral-7B",0.784378655768162,0.24190994302503,30,5600,0.7,0.784833118905153,0.788478375065663,5711,-0.00409971929750097,0.00409971929750097,1.68076983183018e-05
"twodgirl/Nimue-7B",0.731842337053654,-0.526327325286854,30,5600,0.633333333333333,0.732372906193979,0.746629311854316,5711,-0.014786974800662,0.014786974800662,0.000218654623755414
"TwT-6/open_llm_leaderboard_demo",0.715113549389149,-0.763597431433069,30,5600,0.633333333333333,0.715554017339181,0.724216424444055,5711,-0.00910287505490603,0.00910287505490603,8.28623342652305e-05
"TwT-6/open_llm_leaderboard_demo2",0.734694054933285,-0.494124029489104,30,5600,0.7,0.734880916988581,0.762213272631763,5711,-0.027519217698478,0.027519217698478,0.000757307342736224
"UCLA-AGI/test_final",0.784897582012522,0.246061478000687,30,5600,0.6,0.785893439725336,0.799334617405008,5711,-0.014437035392486,0.014437035392486,0.000208427990923893
"UCLA-AGI/zephyr-7b-sft-full-SPIN-iter3",0.785101770387208,0.247284610028554,30,5600,0.633333333333333,0.78591919464423,0.799334617405008,5711,-0.0142328470178,0.0142328470178,0.000202573934232099
"Undi95/Borealis-10.7B-DPO",0.734030081103044,-0.497801876467907,30,5600,0.733333333333333,0.73403383378403,0.720189108737524,5711,0.0138409723655201,0.0138409723655201,0.00019157251602309
"Undi95/C-Based-2x7B",0.767485980618687,-0.00501717239779258,30,5600,0.633333333333333,0.768208526295269,0.786552267553843,5711,-0.019066286935156,0.019066286935156,0.0003635232974937
"Undi95/Llamix2-Xwin-MoE-4x13B",0.711534842194858,-0.808829249555116,30,5600,0.666666666666667,0.711776502027146,0.749255822097706,5711,-0.0377209799028481,0.0377209799028481,0.00142287232483107
"upstage/SOLAR-10.7B-Instruct-v1.0",0.803110788127898,0.500044662501547,30,5600,0.733333333333333,0.803486609248874,0.835930660129575,5711,-0.0328198720016769,0.0328198720016769,0.00107714399820646
"uukuguy/speechless-zephyr-code-functionary-7b",0.752095232273783,-0.240903424021325,30,5600,0.766666666666667,0.752016750580464,0.767116091752758,5711,-0.0150208594789749,0.0150208594789749,0.00022562621948711
"v1olet/v1olet_merged_dpo_7B_v3",0.832998463148495,0.999977957895785,30,5600,0.6,0.834253392034394,0.832953948520399,5711,4.45146280960707e-05,4.45146280960707e-05,1.98155211453148e-09
"vaiv/llamion-14b-base",0.703261712010309,-0.930681168926423,35,5600,0.628571428571429,0.703731462220617,0.706005953423218,5711,-0.00274424141290908,0.00274424141290908,7.5308609323252e-06
"Vasanth/Beast-Soul",0.833219135336633,1.00000196808092,30,5600,0.666666666666667,0.834116186334856,0.843810190859744,5711,-0.0105910555231109,0.0105910555231109,0.000112170457093618
"Vasanth/Beast-Soul-new",0.833695663198433,1.00177115404344,30,5600,0.666666666666667,0.834595280774008,0.846436701103134,5711,-0.0127410379047009,0.0127410379047009,0.000162334046889026
"vicgalle/solarized-18B-dpo",0.798061330256271,0.439770356891574,30,5600,0.733333333333333,0.798409955015281,0.830677639642795,5711,-0.0326163093865239,0.0326163093865239,0.00106382363799745
"vicgalle/test-merge-2",0.690612339339732,-1.11374004515368,31,5600,0.612903225806452,0.691044909373765,0.66730870250394,5711,0.023303636835792,0.023303636835792,0.00054305948977448
"viethq188/Rabbit-7B-DPO-Chat",0.819695696870852,0.749978243858798,30,5600,0.633333333333333,0.8206994438917,0.826300122570478,5711,-0.00660442569962605,0.00660442569962605,4.3618438821881e-05
"Walmart-the-bag/Influxient-4x13B",0.709496387893967,-0.841715043661414,30,5600,0.666666666666667,0.70972706861871,0.75871125897391,5711,-0.049214871079943,0.049214871079943,0.00242210353541541
"wandb/mistral-7b-zephyr-sft",0.767759224130542,-0.00444660278748867,30,5600,0.733333333333333,0.767944641854764,0.784451059359132,5711,-0.01669183522859,0.01669183522859,0.000278617363298397
"wang7776/Llama-2-7b-chat-hf-20-sparsity",0.613695197561932,-2.49412995900938,53,5600,0.547169811320755,0.6143308286185,0.663281386797409,5711,-0.049586189235477,0.049586189235477,0.00245879016289653
"weezywitasneezy/BenchmarkEngineering-7B-slerp",0.85046075668667,1.48977979706811,30,5600,0.7,0.85127113778193,0.857468044125372,5711,-0.00700728743870205,0.00700728743870205,4.91020772485915e-05
"wenge-research/yayi-70b-llama2",0.733614378732654,-0.504429498212218,30,5600,0.766666666666667,0.733436359228521,0.764314480826475,5711,-0.030700102093821,0.030700102093821,0.000942496268571033
"Weyaxi/Cosmosis-3x34B",0.720333541290951,-0.695715267118173,30,5600,0.7,0.720443057671333,0.785151462090702,5711,-0.064817920799751,0.064817920799751,0.0042013628568028
"Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp",0.780517220668569,0.18800523719594,30,5600,0.633333333333333,0.781309952557269,0.797233409210296,5711,-0.016716188541727,0.016716188541727,0.000279430959362564
"Weyaxi/Newton-7B",0.72509292197951,-0.623266930141923,30,5600,0.733333333333333,0.725048539153547,0.732621257222903,5711,-0.00752833524339303,0.00752833524339303,5.66758315369135e-05
"Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test",0.803211942720449,0.500255632303468,30,5600,0.766666666666667,0.803408775446052,0.838206969007179,5711,-0.0349950262867299,0.0349950262867299,0.00122465186480892
"wolfeidau/NeuralHermes-2.5-Mistral-7B",0.785615248472741,0.252686719474621,30,5600,0.733333333333333,0.785896838679955,0.79618280511294,5711,-0.010567556640199,0.010567556640199,0.000111673253343815
"Xenon1/Xenon-1",0.733945067543727,-0.501303472772521,30,5600,0.833333333333333,0.733409762701054,0.72649273332166,5711,0.00745233422206704,0.00745233422206704,5.55372853573915e-05
"Xwin-LM/Xwin-Math-70B-V1.0",0.748088594312122,-0.290073815012632,30,5600,0.6,0.74888619894935,0.779373139555244,5711,-0.031284545243122,0.031284545243122,0.000978722771068945
"xxx777xxxASD/L3-ChaoticSoliloquy-v1.5-4x8B",0.670265056585933,-1.45127203770695,46,5600,0.543478260869565,0.671315145279299,0.721765014883558,5711,-0.051499958297625,0.051499958297625,0.00265224570465711
"xxyyy123/test_merge_p_ov1_w0.66_w0.5_n1",0.698155135936597,-1.00225963986994,30,5600,0.633333333333333,0.698504265932664,0.740500787953073,5711,-0.042345652016476,0.042345652016476,0.00179315424470048
"yam-peleg/Experiment10-7B",0.833528831099078,1.00000525754606,30,5600,0.7,0.83424801690392,0.837856767641394,5711,-0.004327936542316,0.004327936542316,1.87310347143142e-05
"yam-peleg/Experiment25-7B",0.857661865676505,1.8483198291792,47,5600,0.787234042553192,0.858257959263178,0.855016634564875,5711,0.00264523111163006,0.00264523111163006,6.99724763393562e-06
"yam-peleg/Experiment29-7B",0.85918740544964,2.01270904813292,89,5600,0.674157303370786,0.862175552625292,0.857292943442479,5711,0.00189446200716104,0.00189446200716104,3.58898629657662e-06
"yam-peleg/Experiment30-7B",0.858977414064823,2.00773664457078,88,5600,0.670454545454545,0.861987213128268,0.857292943442479,5711,0.001684470622344,0.001684470622344,2.83744127753999e-06
"yam-peleg/Experiment9-7B",0.833561555147807,1.00001504312573,30,5600,0.7,0.834280917204258,0.83960777447032,5711,-0.00604621932251292,0.00604621932251292,3.65567680959287e-05
"Yash21/OpenMistral-MoE",0.766674318224291,-0.0200615943597652,30,5600,0.7,0.767033425862842,0.767816494484329,5711,-0.00114217626003799,0.00114217626003799,1.30456660899436e-06
"ycros/BagelMIsteryTour-v2-8x7B",0.785337542602037,0.248975025519956,30,5600,0.6,0.786335769941007,0.822623008229732,5711,-0.037285465627695,0.037285465627695,0.00139020594707402
"yentinglin/Taiwan-LLM-8x7B-DPO",0.781136275710642,0.194592522379198,30,5600,0.633333333333333,0.781932341827576,0.820171598669235,5711,-0.0390353229585929,0.0390353229585929,0.00152375643848165
"YeungNLP/firefly-qwen1.5-en-14b-dpo-v0.1",0.722411080254532,-0.661857084363967,30,5600,0.7,0.722531786252312,0.731395552442655,5711,-0.00898447218812293,0.00898447218812293,8.07207404991544e-05
"YeungNLP/firefly-zephyr-6x7b-lora",0.748113022503428,-0.293909088215026,30,5600,0.733333333333333,0.74819262585623,0.748730520049028,5711,-0.000617497545599921,0.000617497545599921,3.81303218821927e-07
"Yhyu13/LMCocktail-Mistral-7B-v1",0.78328014464914,0.225564197960241,30,5600,0.733333333333333,0.783549157995544,0.798459113990545,5711,-0.0151789693414051,0.0151789693414051,0.000230401110267315
"YKM12/Mistral-7B-summ-privatev1",0.843802399666118,1.25092603024473,30,5600,0.7,0.844576918874374,0.854491332516197,5711,-0.010688932850079,0.010688932850079,0.000114253285473498
"YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2",0.844055309401214,1.25803486383536,30,5600,0.8,0.844292591139461,0.860444755734547,5711,-0.0163894463333331,0.0163894463333331,0.000268613951113204
"Yuma42/KangalKhan-Ruby-7B",0.7849301588762,0.247230537792809,30,5600,0.6,0.785926192047885,0.791805288040623,5711,-0.00687512916442301,0.00687512916442301,4.72674010274998e-05
"Yuma42/KangalKhan-Ruby-7B-Fixed",0.785272066695439,0.249292344503716,30,5600,0.6,0.786269941381411,0.791805288040623,5711,-0.00653322134518397,0.00653322134518397,4.26829811451674e-05
"yunconglong/13B_MATH_DPO",0.857258128284135,1.81982330376236,37,5600,0.783783783783784,0.857746812581549,0.863771668709508,5711,-0.006513540425373,0.006513540425373,4.24262088729683e-05
"Zangs3011/mistral_7b_HalfEpoch_DolphinCoder",0.765969296955185,-0.0313357946772663,30,5600,0.833333333333333,0.765606474497134,0.746804412537209,5711,0.019164884417976,0.019164884417976,0.000367292794754381
"ZhangShenao/0.001_idpo_declr_4iters_iter_4",0.768227823270955,0.000767852483682211,30,5600,0.733333333333333,0.768415764868465,0.788128173699877,5711,-0.019900350428922,0.019900350428922,0.000396023947193897
"ZhangShenao/0.001_idpo_declr_iter_2",0.769133041053711,0.010234558576632,30,5600,0.733333333333333,0.769325858150948,0.791104885309053,5711,-0.0219718442553419,0.0219718442553419,0.000482761939981002
"zhengchenphd/Mistral-Plus-7B",0.749428763564711,-0.277105120755765,30,5600,0.666666666666667,0.749874519921433,0.772894414288216,5711,-0.023465650723505,0.023465650723505,0.000550636763877532
"zhengr/MixTAO-7Bx2-MoE-Instruct-v1.0",0.833237221160355,1.00000150333912,30,5600,0.633333333333333,0.834313902782404,0.844685694274208,5711,-0.011448473113853,0.011448473113853,0.000131067536638615
"zhengr/NeuralPipe-7B-slerp",0.786556846723927,0.262386563510144,30,5600,0.666666666666667,0.78720257480323,0.807914550866748,5711,-0.021357704142821,0.021357704142821,0.000456151526252274
"zorobin/mistral-class-shishya-all-hal-7b-ep3",0.76806579905716,-0.00420062816256679,30,5600,0.666666666666667,0.768611934420125,0.688145683768167,5711,0.079920115288993,0.079920115288993,0.00638722482780593
